8;10;11;13;13;15;18;18;14;11;20;19;16;15;11;15;15;21;22;24;23;34;30;37;40;43;54;56;65;66;71;68;74;73;92
0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;5;5;5;5;6;7;9;11;11;12;12;13;16;20;21;23;27
