0;1;3;4;6;7;7;10;13;10;13;16;15;19;22;28;28;34;35;36;36;40;43;47;62;65;61
0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;4;6;6;8;8;9;10;10;14;14;16;18
