1;5;5;6;7;10;11;15;11;10;10;12;11;16;23;21;26;31;32;34;27;31;30;32;38;48;57;51;51;64;64;63;65;65;74;72;75;78;74;77;78;74;70;72;74;72;69;71;82;87;87;81;79;76;82;83;90;87;89;85;76;70;77;75;72;75;75;72;78;90;82;83;84;91;86;82;91;90;89;80;84;81;79;76;78;83;87;79;71;70;77;72;72;63;63;60;65;64;54;55;57;52;49;51;52;54;44;47;44;40;43;42;33;34;34;29;25;25;20;16;13;11;14
0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;3;4;5;7;7;8;9;9;12;12;14;15;16;17;20;24;26;29;33;36;38;44;45;48;57;59;60;61;63;66;68;69;70;71;73;73;76;82;91;93;96;100;102;106;108;115;124;127;130;131;133;136;139;143;150;150;156;160;166;175;177;178;179;185;187;190;195;201;206;208;209;212;213;214;215;223;226;229;233;234;236;236;239;240;240;242;243;246;246;250;252;252;252;253;254;256;256;257;257;259;259;259;259;259;259;259;259;259
