14;0.0001;2e-07;0.002;5000.0;6.0;10.0;0.25;6.3760631001194445
15;0.0001;2.4000000000000003e-07;0.002;5000.0;6.0;10.0;0.4;9.553311971964588
16;0.0001;2.4000000000000003e-07;0.0016;6250.0;6.0;10.0;0.4;8.531309613320156
17;0.0001;2.4000000000000003e-07;0.0012000000000000001;8333.333333333332;6.0;10.0;0.4;7.66013636099216
18;0.0002;2.4000000000000003e-07;0.0032;3125.0;6.0;10.0;0.4;8.346497985900552
19;0.00030000000000000003;1.4e-07;0.0032;3125.0;7.0;10.0;0.1;8.595475142653767
20;0.00030000000000000003;1.6e-07;0.0016;6250.0;11.0;10.0;0.45;8.771634187099066
21;0.0004;1.6e-07;0.0022;4545.454545454545;11.0;10.0;0.45;7.8341739831742405
22;0.0006000000000000001;1.2000000000000002e-07;0.0026000000000000003;3269.230769230769;12.0;8.5;0.25;13.642710160050205
23;0.0007;1e-07;0.003;2833.3333333333335;12.0;8.5;0.1;12.221159371539999
24;0.0007;1e-07;0.0026000000000000003;2884.6153846153843;12.0;7.5;0.05;12.793068472575246
25;0.0007;1.2000000000000002e-07;0.0022;2727.272727272727;12.0;6.0;0.15;12.12345986529856
26;0.0007;1.4e-07;0.002;2750.0;12.0;5.5;0.25;11.167760739139787
27;0.0007;1.2000000000000002e-07;0.002;2000.0;11.0;4.0;0.0;13.773352394237904
28;0.0007;1.2000000000000002e-07;0.002;2000.0;11.0;4.0;0.0;12.460820540842075
29;0.0005;1.4e-07;0.0012000000000000001;2916.6666666666665;12.0;3.5;0.15;12.545354224026768
30;0.0007;1.2000000000000002e-07;0.0024000000000000002;1666.6666666666665;11.0;4.0;0.0;11.546685182803882
31;0.0007;1.2000000000000002e-07;0.0024000000000000002;1666.6666666666665;11.0;4.0;0.0;10.725402812328259
32;0.0002;2.2e-07;0.001;3500.0;9;3.5;0.35000000000000003;15.091967716842762
