1;5;5;6;7;10;11;15;11;10;10;12;11;16;23;21;26;31;32;34;27;31;30;32;38;48;57;51;51;64;64;63;65;65;74;72;75;78;74;77;78;74;70;72;75;72;69;71;82;87;87;81;79;76
0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;3;6;6;8;8;9;10;11;12;14;16;17;19;20;21;24;25;30;37;40;46;46;48;50;57;58;58;59;60;62;64;65;65;66;66;68;71;71;74
